nome,nome,votos
ANA LUCIA REGHIN DA SILVA SANTOS,ANA LUCIA REGHIN DA SILVA SANTOS,387.00000000000006
HYDARNES NIEMEYER DE MEDEIROS,HYDARNES NIEMEYER DE MEDEIROS,387.00000000000006
AILTON DE SOUZA REIS,AILTON DE SOUZA REIS,434.99999999999994
FERNANDO MOUTINHO DE ALMEIDA,FERNANDO MOUTINHO DE ALMEIDA,428.9999999999999
MIRIAM OLIVEIRA TATAGIBA DOS SANTOS,MIRIAM OLIVEIRA TATAGIBA DOS SANTOS,1489.9999999999993
MARYSTELLA DA SILVA GOMES PIMENTA,MARYSTELLA DA SILVA GOMES PIMENTA,82.99999999999999
GERALDO LOURIVAL LIBORIO,GERALDO LOURIVAL LIBORIO,1905.999999999999
VICTOR ALBERNAZ MAGALHÃES,VICTOR ALBERNAZ MAGALHÃES,381.00000000000006
REGINA CÉLIA DOS SANTOS CAVALCANTE DO NASCIMENTO,REGINA CÉLIA DOS SANTOS CAVALCANTE DO NASCIMENTO,528.0
DAVID PEREIRA CORREA,DAVID PEREIRA CORREA,2138.000000000001
RAFAEL ARCENIO DOS SANTOS,RAFAEL ARCENIO DOS SANTOS,143.99999999999997
ANTONIO LUIZ GARCIA ELOY,ANTONIO LUIZ GARCIA ELOY,607.0000000000001
JOHN LEMOS FORMAN,JOHN LEMOS FORMAN,1503.0000000000005
MARCELO ZATURANSKY NOGUEIRA ITAGIBA,MARCELO ZATURANSKY NOGUEIRA ITAGIBA,16623.99999999999
MARIA DE FATIMA BORGES RIBEIRO,MARIA DE FATIMA BORGES RIBEIRO,330.9999999999999
SILVANA DA COSTA PEREIRA,SILVANA DA COSTA PEREIRA,462.0
MARINEIDA DOS SANTOS ROCHA,MARINEIDA DOS SANTOS ROCHA,433.0000000000001
PEDRO MERCANTE SOUTO,PEDRO MERCANTE SOUTO,672.0
JOÃO CARLOS LUIZ VAZ MARQUES LEZÍRIA,JOÃO CARLOS LUIZ VAZ MARQUES LEZÍRIA,3483.000000000001
MARIANGELA DIAS VALVIESSE DE OLIVEIRA,MARIANGELA DIAS VALVIESSE DE OLIVEIRA,7036.999999999999
MARCELO VERLY DE LEMOS,MARCELO VERLY DE LEMOS,4792.999999999997
MARIO MOZART MARTINS NOBREGA,MARIO MOZART MARTINS NOBREGA,416.0
PAULO JULIO DOS SANTOS,PAULO JULIO DOS SANTOS,527.0
RICARDO XAVIER VIDAL,RICARDO XAVIER VIDAL,225.00000000000009
THIAGO DA SILVA OLIVEIRA,THIAGO DA SILVA OLIVEIRA,1369.9999999999998
MARIA DE FATIMA SALES,MARIA DE FATIMA SALES,378.0
RAMON PEDRO DE MELLO,RAMON PEDRO DE MELLO,2924.0000000000014
RODRIGO SOBROSA MEZZOMO,RODRIGO SOBROSA MEZZOMO,10506.00000000001
ANDREIA ALMEIDA ZITO DOS SANTOS,ANDREIA ALMEIDA ZITO DOS SANTOS,34287.99999999999
ANA CÉLIA RODRIGUES,ANA CÉLIA RODRIGUES,0.0
CARLOS ALBERTO MAIA DA SILVA,CARLOS ALBERTO MAIA DA SILVA,368.9999999999999
CELSO SILVA DE CARVALHO,CELSO SILVA DE CARVALHO,1214.0
ERWIN PETER BENIRSCHKE,ERWIN PETER BENIRSCHKE,688.0000000000001
FLÁVIO LUIZ DE SOUZA,FLÁVIO LUIZ DE SOUZA,401.99999999999983
HERNANI PEREIRA DA COSTA,HERNANI PEREIRA DA COSTA,539.9999999999998
JACKSON LIMA SIPAUBA,JACKSON LIMA SIPAUBA,227.00000000000006
JOEL SOUZA COSTA,JOEL SOUZA COSTA,626.9999999999999
LEONARDO BARBOSA CAVALCANTE,LEONARDO BARBOSA CAVALCANTE,1385.0000000000002
MACIEL COSME DA SILVA,MACIEL COSME DA SILVA,1059.0
MARIA JOSE BERNARDES,MARIA JOSE BERNARDES,260.99999999999994
PABLO KOHLBACH LORETTI,PABLO KOHLBACH LORETTI,1173.0000000000005
SAVÉRIO LA RUINA,SAVÉRIO LA RUINA,0.0
STEPAN NERCESSIAN,STEPAN NERCESSIAN,24329.999999999985
WANDERSON DA CONCEIÇÃO NOGUEIRA,WANDERSON DA CONCEIÇÃO NOGUEIRA,1097.9999999999998
ALEXANDRINA LOPES DE ALMEIDA FALCÃO,ALEXANDRINA LOPES DE ALMEIDA FALCÃO,2913.0
CELSO SANTOS LEAL,CELSO SANTOS LEAL,522.0000000000001
CINIRA GABRIELA DA SILVA CORREIA MOYSÉS,CINIRA GABRIELA DA SILVA CORREIA MOYSÉS,43.99999999999999
CLÁUDIO ROGERIO DA SILVA OLIVEIRA,CLÁUDIO ROGERIO DA SILVA OLIVEIRA,3822.0000000000027
CRISTIANO GONÇALVES,CRISTIANO GONÇALVES,613.9999999999998
CÉSAR LOPES MEDEIROS,CÉSAR LOPES MEDEIROS,0.0
DENISE MARÇAL DOS SANTOS,DENISE MARÇAL DOS SANTOS,1817.9999999999995
ELAINE MOURA,ELAINE MOURA,1011.0000000000003
ELISANGELA ESCALEIRA GOMES,ELISANGELA ESCALEIRA GOMES,655.9999999999997
FRANCIANA MACHADO DOMINGOS COELHO,FRANCIANA MACHADO DOMINGOS COELHO,0.0
HEITOR DURVILLE PORTO,HEITOR DURVILLE PORTO,0.0
JAIRO COELHO DE ALMEIDA,JAIRO COELHO DE ALMEIDA,556.9999999999999
JOSÉ ALBERTO DA SILVA MOURA,JOSÉ ALBERTO DA SILVA MOURA,5381.000000000002
MANOEL CAVALCANTE FERREIRA,MANOEL CAVALCANTE FERREIRA,1323.0000000000002
MARCO ANTONIO DOS SANTOS FARINHA,MARCO ANTONIO DOS SANTOS FARINHA,1979.0000000000002
MARILENA PINTO RODRIGUES,MARILENA PINTO RODRIGUES,2885.000000000001
NILSON BARRETO MENDONÇA,NILSON BARRETO MENDONÇA,0.0
PAULO ROBERTO DE JESUS COUTO,PAULO ROBERTO DE JESUS COUTO,0.0
RONALDO HILÁRIO DA SILVA,RONALDO HILÁRIO DA SILVA,0.0
ROSA MARIA FERREIRA DE MOURA,ROSA MARIA FERREIRA DE MOURA,816.0000000000001
RUBENS FERNANDES,RUBENS FERNANDES,0.0
SIDCLEI BARBALHO DE SOUZA,SIDCLEI BARBALHO DE SOUZA,0.0
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,53166.99999999997
ROSANIA BAPTISTA DE AZEVEDO MELLO,ROSANIA BAPTISTA DE AZEVEDO MELLO,143.0
THIAGO FELIPE PONCIANO SOARES,THIAGO FELIPE PONCIANO SOARES,4349.000000000002
CLAUDIO ROCHA DE SOUZA,CLAUDIO ROCHA DE SOUZA,4057.0000000000005
FLÁVIA MARIA DA SILVA,FLÁVIA MARIA DA SILVA,646.9999999999998
FÁBIO VALTER DE SOUZA ALMEIDA,FÁBIO VALTER DE SOUZA ALMEIDA,213.99999999999991
JHONATAS MAURÍCIO DA SILVA RAMALHO,JHONATAS MAURÍCIO DA SILVA RAMALHO,522.9999999999999
JORGE OLIVEIRA COSTA,JORGE OLIVEIRA COSTA,5663.999999999997
JULIO DA SILVA GONÇALVES OLIVEIRA,JULIO DA SILVA GONÇALVES OLIVEIRA,8962.000000000005
LUIZ DA SILVA MACHADO,LUIZ DA SILVA MACHADO,6454.000000000001
MARCOS FERREIRA DOS SANTOS JARON,MARCOS FERREIRA DOS SANTOS JARON,2500.0000000000005
MARISTELA PEPE GONZAGA ALBERTINI,MARISTELA PEPE GONZAGA ALBERTINI,299.9999999999999
RENATO PESSANHA DUTRA,RENATO PESSANHA DUTRA,1245.0
ROSALI RODRIGUES DA CONCEIÇÃO,ROSALI RODRIGUES DA CONCEIÇÃO,573.0000000000002
MARIA DAS GRAÇAS GOMES DE SOUZA,MARIA DAS GRAÇAS GOMES DE SOUZA,381.9999999999999
MARIA TEREZA MIRANDA CHAGAS DE SOUZA,MARIA TEREZA MIRANDA CHAGAS DE SOUZA,281.00000000000006
ANTONIO MARCOS DA SILVA,ANTONIO MARCOS DA SILVA,0.0
ALEXANDRA BEZERRA LEITE GARCIA,ALEXANDRA BEZERRA LEITE GARCIA,649.9999999999998
BRUNO ENRICO DE OLIVEIRA PINHEIRO,BRUNO ENRICO DE OLIVEIRA PINHEIRO,6310.000000000004
ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,27913.00000000002
LUZINETE SILVA DE SOUZA,LUZINETE SILVA DE SOUZA,20.0
ADEILDO PEREIRA DOS SANTOS FILHO,ADEILDO PEREIRA DOS SANTOS FILHO,1354.9999999999998
ADEMIRA NOGUEIRA MOREIRA,ADEMIRA NOGUEIRA MOREIRA,141.00000000000003
ADRIANA PORTO JANNUZZI FONSECA,ADRIANA PORTO JANNUZZI FONSECA,658.0
CARLOS CESAR DE PAULA,CARLOS CESAR DE PAULA,0.0
CRISTIANO DE MATTOS MALAPHAIA,CRISTIANO DE MATTOS MALAPHAIA,3461.0000000000023
FÁBIO DE MORAES RIBEIRO,FÁBIO DE MORAES RIBEIRO,1109.0
JOÃO DE MELO CARRILHO,JOÃO DE MELO CARRILHO,5669.000000000005
JULIO CÉSAR BARBOSA ALVES,JULIO CÉSAR BARBOSA ALVES,897.0000000000003
MIZAEL DA CUNHA OLIVERA,MIZAEL DA CUNHA OLIVERA,1874.0
PAULO CESAR BALTAZAR DA NOBREGA,PAULO CESAR BALTAZAR DA NOBREGA,31185.000000000004
REGINALDA MARIA DE SOUZA,REGINALDA MARIA DE SOUZA,14.999999999999998
VERA MARIA DE ALMEIDA BERTOLINI,VERA MARIA DE ALMEIDA BERTOLINI,170.99999999999994
EDIR NASCIMENTO MARINS,EDIR NASCIMENTO MARINS,71.0
FRANCISCA MENDONÇA MONTEIRO,FRANCISCA MENDONÇA MONTEIRO,12.999999999999996
ALCIONE LOPES DO NASCIMENTO,ALCIONE LOPES DO NASCIMENTO,219.99999999999991
GEORGES ABRANCHES DE MOURA,GEORGES ABRANCHES DE MOURA,742.9999999999998
EDMILSON DA SILVA PAULINO,EDMILSON DA SILVA PAULINO,0.0
ROSANGELA DE SOUZA GOMES,ROSANGELA DE SOUZA GOMES,101686.00000000003
AMÉRICA TEREZA NASCIMENTO DA SILVA,AMÉRICA TEREZA NASCIMENTO DA SILVA,22536.00000000002
MARCOS FERNANDO DA FONSECA,MARCOS FERNANDO DA FONSECA,12012.000000000005
LEONARDO CARNEIRO MONTEIRO PICCIANI,LEONARDO CARNEIRO MONTEIRO PICCIANI,180741.00000000003
EDUARDO COSENTINO DA CUNHA,EDUARDO COSENTINO DA CUNHA,232708.0
MARCOS DA ROCHA MENDES,MARCOS DA ROCHA MENDES,45580.99999999996
MARIA JOSÉ ALVES MACHADO,MARIA JOSÉ ALVES MACHADO,94.0
JOSÉ AUGUSTO NALIN,JOSÉ AUGUSTO NALIN,31281.00000000001
FERNANDO ANTONIO CECILIANO JORDÃO,FERNANDO ANTONIO CECILIANO JORDÃO,47188.0
ADRIAN MUSSI RAMOS,ADRIAN MUSSI RAMOS,19828.00000000001
PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO CARVALHO TEIXEIRA,162403.00000000003
FERNANDO LOPES DE ALMEIDA,FERNANDO LOPES DE ALMEIDA,20244.00000000001
WILSON SILVA BESERRA,WILSON SILVA BESERRA,30108.99999999998
ALINE ALVES SIQUEIRA,ALINE ALVES SIQUEIRA,1732.9999999999995
ADRIANA XAVIER DA MATTA,ADRIANA XAVIER DA MATTA,611.0
CELSO ALENCAR RAMOS JACOB,CELSO ALENCAR RAMOS JACOB,36614.00000000002
SORAYA ALENCAR DOS SANTOS,SORAYA ALENCAR DOS SANTOS,48204.000000000044
NELSON LUIZ DE CARVALHO TABORDA,NELSON LUIZ DE CARVALHO TABORDA,0.0
CELSO PANSERA,CELSO PANSERA,58534.000000000044
WASHINGTON REIS DE OLIVEIRA,WASHINGTON REIS DE OLIVEIRA,103189.99999999994
MARCO ANTONIO REIS COELHO,MARCO ANTONIO REIS COELHO,194.99999999999991
DEBORA SIQUEIRA NUNES GUIMARÃES,DEBORA SIQUEIRA NUNES GUIMARÃES,26.999999999999996
DINEIA RIBEIRO LOPES,DINEIA RIBEIRO LOPES,97.00000000000004
ELISANGELA SILVA DE FREITAS,ELISANGELA SILVA DE FREITAS,612.0000000000001
EVANDRO LOURENÇO DE LIMA,EVANDRO LOURENÇO DE LIMA,1164.9999999999998
GERALDO JOSE DE ANDRADE,GERALDO JOSE DE ANDRADE,530.0
JAIR MESSIAS BOLSONARO,JAIR MESSIAS BOLSONARO,464571.99999999977
JOSE ALBERTO GOMES PINHEIRO,JOSE ALBERTO GOMES PINHEIRO,4849.999999999996
JULIO LUIZ BAPTISTA LOPES,JULIO LUIZ BAPTISTA LOPES,96796.00000000009
LEONARDO MOREIRA TAVARES,LEONARDO MOREIRA TAVARES,1186.0000000000002
LUIZ CARLOS ALVES DE MOURA,LUIZ CARLOS ALVES DE MOURA,572.0000000000002
NATANIEL AZULAY,NATANIEL AZULAY,485.99999999999994
NORBERTO JOSE FERREIRA,NORBERTO JOSE FERREIRA,546.0
OSMANI FAUSTO SUZANO,OSMANI FAUSTO SUZANO,787.0000000000001
SCARLETT ROSE MATOS,SCARLETT ROSE MATOS,128.99999999999997
SIMAO SESSIM,SIMAO SESSIM,58825.000000000044
VANUZA MENDES KNUPP DE ALMEIDA,VANUZA MENDES KNUPP DE ALMEIDA,1269.0000000000002
GALTIER DA SILVA FIGUEIRA FILHO,GALTIER DA SILVA FIGUEIRA FILHO,1253.0000000000005
MARCO ANTÔNIO NEVES CABRAL,MARCO ANTÔNIO NEVES CABRAL,119583.9999999999
CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL FRANCISCO,81816.99999999999
EDILSON SIMOES DA SILVA,EDILSON SIMOES DA SILVA,5673.999999999998
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,34550.00000000002
PAULO ROBERTO PINHEIRO PINTO,PAULO ROBERTO PINHEIRO PINTO,3413.000000000001
REGINA LUCIA DE SOUZA FERREIRA,REGINA LUCIA DE SOUZA FERREIRA,3485.9999999999995
SIMONE CARVALHO TORRES DE OLIVEIRA,SIMONE CARVALHO TORRES DE OLIVEIRA,899.9999999999998
UBIRAJARA DE MELLO BOSOROY,UBIRAJARA DE MELLO BOSOROY,1791.0
VICTOR BELLO ACCIOLY,VICTOR BELLO ACCIOLY,2043.9999999999993
WALNEY DA ROCHA CARVALHO,WALNEY DA ROCHA CARVALHO,43656.000000000015
WANDERLEY ALVES DE OLIVEIRA,WANDERLEY ALVES DE OLIVEIRA,48874.00000000002
ADONIS LOPES DE OLIVEIRA,ADONIS LOPES DE OLIVEIRA,4352.999999999996
ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE AUGUSTUS SERFIOTIS,48878.99999999999
ANTONIO PEDRO INDIO DA COSTA,ANTONIO PEDRO INDIO DA COSTA,91522.99999999996
AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,55379.99999999998
CARLOS DIAS FILHO,CARLOS DIAS FILHO,17950.999999999985
CLEBER ANTONIO DA SILVA,CLEBER ANTONIO DA SILVA,4349.000000000002
CRISTIANO PEREIRA MALDONADO,CRISTIANO PEREIRA MALDONADO,333.0000000000001
EDSON RIBEIRO MAGALHÃES SILVA,EDSON RIBEIRO MAGALHÃES SILVA,764.0
ELAINE RABELLO SOARES,ELAINE RABELLO SOARES,104.99999999999997
FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE LEONE BORNIER DE OLIVEIRA,105517.00000000001
FRANCISCO DE SOUZA BARBOSA JUNIOR,FRANCISCO DE SOUZA BARBOSA JUNIOR,23806.99999999998
JOAQUIM DO AMARAL FILHO,JOAQUIM DO AMARAL FILHO,5657.999999999996
NELSON NAHIM MATHEUS DE OLIVEIRA,NELSON NAHIM MATHEUS DE OLIVEIRA,25872.000000000004
SERGIO ZVEITER,SERGIO ZVEITER,57586.99999999999
SONIA MARIA ROSA DA SILVA,SONIA MARIA ROSA DA SILVA,381.9999999999999
SÓSTENES SILVA CAVALCANTE,SÓSTENES SILVA CAVALCANTE,104696.99999999996
VIRGÍLIO EDERSON LAGRIMANTE,VIRGÍLIO EDERSON LAGRIMANTE,2320.999999999999
ADRIANO SANTANA DE CARVALHO,ADRIANO SANTANA DE CARVALHO,1872.9999999999998
ALESSANDRO GEORGE SOUZA DA HORA,ALESSANDRO GEORGE SOUZA DA HORA,584.0000000000002
ALEXANDRE ALBERTO DA COSTA TEIXEIRA,ALEXANDRE ALBERTO DA COSTA TEIXEIRA,511.9999999999999
ANTONIO COSTA DE BRITO,ANTONIO COSTA DE BRITO,562.0000000000001
EDSON LOPES DO NASCIMENTO,EDSON LOPES DO NASCIMENTO,1407.9999999999995
FILIPE DE ALMEIDA PEREIRA,FILIPE DE ALMEIDA PEREIRA,20814.00000000001
JOSEMAR FREIRE DOS SANTOS,JOSEMAR FREIRE DOS SANTOS,7056.999999999996
RONALD ABRAHÃO ÁZARO,RONALD ABRAHÃO ÁZARO,14357.999999999996
REGINA ANGELA RISSI,REGINA ANGELA RISSI,559.9999999999998
ABNER PECLAT BARBOZA,ABNER PECLAT BARBOZA,3268.000000000001
ADALBERTO DE SOUZA RABELO,ADALBERTO DE SOUZA RABELO,7771.999999999995
AGUINALDO TIMÓTHEO PEREIRA,AGUINALDO TIMÓTHEO PEREIRA,18839.000000000007
ALESSANDRA CRISTINA LIMA RIBEIRO,ALESSANDRA CRISTINA LIMA RIBEIRO,125.0
ALNYR ANTONIO BAPTISTA RIBEIRO,ALNYR ANTONIO BAPTISTA RIBEIRO,2147.000000000001
ALTINEU CORTES FREITAS COUTINHO,ALTINEU CORTES FREITAS COUTINHO,40593.0
ARMANDO MARINS DE CARVALHO FILHO,ARMANDO MARINS DE CARVALHO FILHO,13558.00000000001
CARLA FALEIRO ALVES,CARLA FALEIRO ALVES,1480.9999999999995
CARLOS ALBERTO ALMADA,CARLOS ALBERTO ALMADA,7795.0
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,335060.99999999977
CRISTIANE AROUCA DE ANDRADE,CRISTIANE AROUCA DE ANDRADE,1197.0
DEJORGE PATRICIO DA SILVA,DEJORGE PATRICIO DA SILVA,30532.999999999985
FABIO ALVES RAMOS,FABIO ALVES RAMOS,15851.000000000005
FERNANDA DE SOUZA RAMOS JOBIM,FERNANDA DE SOUZA RAMOS JOBIM,0.0
FERNANDO OTAVIO DE FREITAS PEREGRINO,FERNANDO OTAVIO DE FREITAS PEREGRINO,13159.999999999989
FRANCISCO DOS SANTOS,FRANCISCO DOS SANTOS,9525.0
FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO DE SOUSA SILVA,47157.00000000003
GERALDO VICENTE PIRES,GERALDO VICENTE PIRES,11797.999999999998
GILSON MARQUES FERREIRA SILVEIRA,GILSON MARQUES FERREIRA SILVEIRA,17631.000000000015
HUGO LEAL MELO DA SILVA,HUGO LEAL MELO DA SILVA,85448.99999999994
JOAO FERREIRA NETO,JOAO FERREIRA NETO,65623.99999999996
JORGE DE OLIVEIRA,JORGE DE OLIVEIRA,20328.00000000001
JORGE SANTANA DE AZEREDO,JORGE SANTANA DE AZEREDO,15944.000000000004
JOSE SILVA DE SOUZA,JOSE SILVA DE SOUZA,4003.0
JOSIANE CRISTINA DA SILVA,JOSIANE CRISTINA DA SILVA,959.0000000000001
JOSIMAR DE SOUZA MOTA,JOSIMAR DE SOUZA MOTA,0.0
JUVENIL REIS DOS SANTOS,JUVENIL REIS DOS SANTOS,6718.000000000005
LUANA DE OLIVEIRA NUNES DE PAULO,LUANA DE OLIVEIRA NUNES DE PAULO,317.99999999999994
LUCIANO MEDEIROS GOMES,LUCIANO MEDEIROS GOMES,5091.000000000003
LUIS ROBERTO COUTINHO,LUIS ROBERTO COUTINHO,12540.999999999993
LUIZ FERNANDO VAZ,LUIZ FERNANDO VAZ,5050.999999999996
MANOEL FRANCISCO DA SILVA NETO,MANOEL FRANCISCO DA SILVA NETO,6702.000000000002
MARCELO JANDRE DELAROLI,MARCELO JANDRE DELAROLI,33743.00000000003
MARCELO NOVAES DE ANDRADE,MARCELO NOVAES DE ANDRADE,2113.0000000000005
MARCOS BEZERRA RIBEIRO SOARES,MARCOS BEZERRA RIBEIRO SOARES,44440.00000000004
MARCOS LORENZ MELO DE ABREU,MARCOS LORENZ MELO DE ABREU,0.0
MARIA DA CONCEIÇÃO TRAJANO,MARIA DA CONCEIÇÃO TRAJANO,172.00000000000006
MARILENE TEIXEIRA VIEIRA,MARILENE TEIXEIRA VIEIRA,2621.999999999999
MIRO TEIXEIRA,MIRO TEIXEIRA,58408.99999999997
MONICA MENDES BRUM,MONICA MENDES BRUM,576.0000000000001
PAULO CESAR DA GUIA ALMEIDA,PAULO CESAR DA GUIA ALMEIDA,29556.999999999985
PAULO FERNANDO FEIJÓ TORRES,PAULO FERNANDO FEIJÓ TORRES,48058.00000000002
RENATO CEZAR MEDEIROS DOS SANTOS,RENATO CEZAR MEDEIROS DOS SANTOS,13873.000000000007
RITA DE CÁSSIA TEDESKI PIMENTEL SUZUKI,RITA DE CÁSSIA TEDESKI PIMENTEL SUZUKI,1939.9999999999995
RODRIGO BILARD FIGUEIRA DA SILVA,RODRIGO BILARD FIGUEIRA DA SILVA,15929.00000000001
ROLAN DE MELO NASCIMENTO,ROLAN DE MELO NASCIMENTO,3299.999999999998
RONALDO DE CARVALHO,RONALDO DE CARVALHO,0.0
SERGIO ALBERTO CORREA DA ROCHA,SERGIO ALBERTO CORREA DA ROCHA,12140.999999999998
SHEILA VICTOR PESSOA DE JESUS,SHEILA VICTOR PESSOA DE JESUS,445.00000000000006
SILVIO COSTA DE CARVALHO,SILVIO COSTA DE CARVALHO,9557.000000000007
SIMONE RESENDE DE MENDONÇA,SIMONE RESENDE DE MENDONÇA,235.0000000000001
SUELI MENEZES VASCONCELOS,SUELI MENEZES VASCONCELOS,0.0
THIAGO RIBEIRO BARRETO,THIAGO RIBEIRO BARRETO,6395.000000000001
THIMOTEO CAVALCANTI ALBUQUERQUE DE SA,THIMOTEO CAVALCANTI ALBUQUERQUE DE SA,4533.000000000001
VILMA DA SILVA NUNES FREIRE,VILMA DA SILVA NUNES FREIRE,1230.0000000000005
WALMIR LEAL PORTO,WALMIR LEAL PORTO,10810.000000000007
WALTER CRISTIE SILVA AGUIAR,WALTER CRISTIE SILVA AGUIAR,12448.000000000005
YUL GOMES DA SILVA,YUL GOMES DA SILVA,3370.9999999999973
JORGE EDUARDO ALVES,JORGE EDUARDO ALVES,219.99999999999991
KLAINE RENES MEIRA DO NASCIMENTO,KLAINE RENES MEIRA DO NASCIMENTO,157.00000000000003
LUANA DE FATIMA CHAVES,LUANA DE FATIMA CHAVES,527.0
STEPHANIA SILVA LOPES,STEPHANIA SILVA LOPES,94.99999999999999
EDSON DE OLIVEIRA PIMENTA,EDSON DE OLIVEIRA PIMENTA,143.99999999999997
ADRIANA FRANÇA DE AGUIAR SILVA,ADRIANA FRANÇA DE AGUIAR SILVA,378.0
ALEIXO SANDOVAL DO NASCIMENTO,ALEIXO SANDOVAL DO NASCIMENTO,200.0
ALEXANDRE CARVALHO FRANÇA,ALEXANDRE CARVALHO FRANÇA,1287.9999999999995
ALEXANDRA DA CONCEIÇÃO OLIVEIRA,ALEXANDRA DA CONCEIÇÃO OLIVEIRA,364.9999999999999
ANGELA MARIA TENÓRIO DE ALBUQUERQUE,ANGELA MARIA TENÓRIO DE ALBUQUERQUE,4822.999999999998
ANTONIO FERREIRA PEDREGAL FILHO,ANTONIO FERREIRA PEDREGAL FILHO,9040.000000000007
CARLOS HENRIQUE DA SILVA JORGE,CARLOS HENRIQUE DA SILVA JORGE,3141.0000000000005
DEISE LEITE DA SILVA,DEISE LEITE DA SILVA,409.99999999999983
DELCIO FERNANDO GONÇALVES SILVA,DELCIO FERNANDO GONÇALVES SILVA,3776.0000000000014
ELDIO SUZANO DA FONSECA,ELDIO SUZANO DA FONSECA,1567.9999999999995
ELZA CRISTINA ALEXANDRE MARQUES,ELZA CRISTINA ALEXANDRE MARQUES,274.9999999999999
GILMAR DOS REIS MAGALHÃES,GILMAR DOS REIS MAGALHÃES,3204.0
GILZA HUGUENIN DE ARAUJO,GILZA HUGUENIN DE ARAUJO,690.9999999999998
JADIR FIALHO FIGUEIRA,JADIR FIALHO FIGUEIRA,1645.0
JAIR BARBOSA TAVARES,JAIR BARBOSA TAVARES,5149.999999999999
JOAQUIM LAUDIER MONTEIRO,JOAQUIM LAUDIER MONTEIRO,1460.0000000000002
JONAS PEREIRA DA SILVA,JONAS PEREIRA DA SILVA,120.00000000000003
JOSE NADER JUNIOR,JOSE NADER JUNIOR,8555.999999999995
JOSE PEREIRA HERMIDA,JOSE PEREIRA HERMIDA,312.9999999999999
LUIZ GONZAGA LULA DE OLIVEIRA LIMA,LUIZ GONZAGA LULA DE OLIVEIRA LIMA,2260.0
MARCELLE LUÍSA HENRIQUE BAPTISTA,MARCELLE LUÍSA HENRIQUE BAPTISTA,30.0
MARCELO SERGISMUNDO RODRIGUEZ,MARCELO SERGISMUNDO RODRIGUEZ,818.0000000000002
RICARDO FONSECA CAMINHA,RICARDO FONSECA CAMINHA,377.0000000000001
STEFANE KATARINE BELATO GASS,STEFANE KATARINE BELATO GASS,377.0000000000001
TOBIAS LUIZ SILVEIRA ISAAC,TOBIAS LUIZ SILVEIRA ISAAC,951.9999999999997
VANIA ALVES ROCHA DE OLIVEIRA,VANIA ALVES ROCHA DE OLIVEIRA,265.0
VANILDA RANGEL CARVALHO,VANILDA RANGEL CARVALHO,243.00000000000006
ALVIMAR DE OLIVEIRA TOMAZ,ALVIMAR DE OLIVEIRA TOMAZ,251.00000000000003
ANABAL BARBOSA DE SOUZA,ANABAL BARBOSA DE SOUZA,16404.000000000004
BRUNO LOPES DE ALMEIDA,BRUNO LOPES DE ALMEIDA,0.0
CHRISTIANO COSTA VILELA ALVERNAZ,CHRISTIANO COSTA VILELA ALVERNAZ,2959.0
CLEBER RIBEIRO AFONSO,CLEBER RIBEIRO AFONSO,5838.999999999996
CLEODEA SILVA OLYMPIO,CLEODEA SILVA OLYMPIO,158.99999999999994
JORGE MAROTTE CORREA,JORGE MAROTTE CORREA,13336.000000000011
JOÃO CARLOS SOARES GURGEL,JOÃO CARLOS SOARES GURGEL,8833.000000000005
KHLEBER EUGENIO TEIXEIRA DE ARAUJO,KHLEBER EUGENIO TEIXEIRA DE ARAUJO,206.99999999999997
LAURO CESAR BOTTO MAIA,LAURO CESAR BOTTO MAIA,8681.000000000004
LOHAINE SIMAS PINHEIRO BORBOREMA,LOHAINE SIMAS PINHEIRO BORBOREMA,0.0
MARCELINO GERMANO,MARCELINO GERMANO,1021.9999999999995
MARCO AURELIO NASCIMENTO ROLDAN,MARCO AURELIO NASCIMENTO ROLDAN,0.0
PAULO CESAR TEIXEIRA DA SILVA,PAULO CESAR TEIXEIRA DA SILVA,6463.9999999999945
PAULO ROBERTO DUQUE ESTRADA REZENER,PAULO ROBERTO DUQUE ESTRADA REZENER,1621.9999999999998
PEDRO MIGUEL VILLELA DA COSTA BRAGA SANTIAGO,PEDRO MIGUEL VILLELA DA COSTA BRAGA SANTIAGO,450.0000000000001
RAFAELA DA SILVA BERTULEZA COSTA,RAFAELA DA SILVA BERTULEZA COSTA,109.99999999999997
ELDERSON FERREIRA DA SILVA,ELDERSON FERREIRA DA SILVA,3657.0000000000014
LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,33221.0
