nome,nome,votos
MOABE SIDONIO DA SILVA,MOABE SIDONIO DA SILVA,288.99999999999994
MÁRCIO APARECIDO MARTINS DE SOUZA,MÁRCIO APARECIDO MARTINS DE SOUZA,1113.0000000000005
RENATO FABIANO MATHEUS,RENATO FABIANO MATHEUS,658.9999999999999
RICARDO ASSUNÇÃO,RICARDO ASSUNÇÃO,20144.999999999985
VILSON ANTONIO DOS SANTOS,VILSON ANTONIO DOS SANTOS,9561.999999999995
IZABELLA LOURENÇA AMORIM ROMUALDO,IZABELLA LOURENÇA AMORIM ROMUALDO,1223.0
JORDANO CARVALHO DOS SANTOS,JORDANO CARVALHO DOS SANTOS,2896.0000000000005
JOSIANE ASSIS DE BOUCHERVILLE,JOSIANE ASSIS DE BOUCHERVILLE,40.00000000000001
ANDRÉ NOGUEIRA DE ÁVILA,ANDRÉ NOGUEIRA DE ÁVILA,671.0
GUSTAVO OLÍMPIO SIQUEIRA ROCHA,GUSTAVO OLÍMPIO SIQUEIRA ROCHA,695.0000000000002
FELIPE DE FREITAS FONSECA,FELIPE DE FREITAS FONSECA,706.0000000000002
RAQUEL DE SOUZA PRADO,RAQUEL DE SOUZA PRADO,263.99999999999994
MATHEUS COSTA DE ALMEIDA,MATHEUS COSTA DE ALMEIDA,87.00000000000003
PAULO HENRIQUE GABRIEL,PAULO HENRIQUE GABRIEL,297.00000000000006
ANA LETÍCIA MEDEIROS GODOI SILVA,ANA LETÍCIA MEDEIROS GODOI SILVA,290.0000000000001
CARINE MARTINS VIEIRA,CARINE MARTINS VIEIRA,135.00000000000006
GILBERTO ADENIÊ CUNHA,GILBERTO ADENIÊ CUNHA,455.00000000000017
ROBERTO ANTÔNIO VERÔNICA,ROBERTO ANTÔNIO VERÔNICA,971.9999999999999
VALÉRIO VIEIRA DOS SANTOS,VALÉRIO VIEIRA DOS SANTOS,942.0000000000001
HUENDER FRANCO DIAS,HUENDER FRANCO DIAS,3886.000000000003
DANIEL LAGES WARDIL,DANIEL LAGES WARDIL,172.00000000000006
JULIANA ROCHA MARQUES,JULIANA ROCHA MARQUES,23.999999999999996
STÊNIA ARAUJO JOURINK,STÊNIA ARAUJO JOURINK,75.0
MAX FREDSON DE SOUZA MOL,MAX FREDSON DE SOUZA MOL,76.00000000000001
ALVARO DE ARAUJO LOBO,ALVARO DE ARAUJO LOBO,4489.000000000002
LOURIVAL DE SOUSA GONÇALVES,LOURIVAL DE SOUSA GONÇALVES,2648.0
ÂNGELO AMARO DA SILVA,ÂNGELO AMARO DA SILVA,437.0000000000001
JORGE TARCISIO TORQUATO,JORGE TARCISIO TORQUATO,0.0
MARIA DA CONSOLAÇÃO ROCHA,MARIA DA CONSOLAÇÃO ROCHA,18485.999999999993
MAURILO DE CERQUEIRA MARINHO,MAURILO DE CERQUEIRA MARINHO,4066.9999999999973
OTAGILDO FERNANDES SIMOES,OTAGILDO FERNANDES SIMOES,1156.0000000000002
ÉRICO DE MORAES COLEN,ÉRICO DE MORAES COLEN,2101.000000000001
ABDIAS BRAZ FERNANDES,ABDIAS BRAZ FERNANDES,2158.999999999999
PEDRO CORREA ALVARENGA BARROS,PEDRO CORREA ALVARENGA BARROS,212.00000000000009
EDENILSON DURAES DE OLIVEIRA,EDENILSON DURAES DE OLIVEIRA,1233.0000000000005
RAILDA FERNANDEZ COSTA,RAILDA FERNANDEZ COSTA,56.999999999999986
REGINA MARIA CIOFFI BATAGINI,REGINA MARIA CIOFFI BATAGINI,11241.000000000002
FABIO ANTÔNIO DA SILVA,FABIO ANTÔNIO DA SILVA,3989.000000000002
STOESSEL LUIZ VINHAS RIBEIRO,STOESSEL LUIZ VINHAS RIBEIRO,2300.0000000000005
WANDERLEIA DE JESUS,WANDERLEIA DE JESUS,311.00000000000006
ARISTOTELES ALEXANDRE BATISTA FERREIRA,ARISTOTELES ALEXANDRE BATISTA FERREIRA,626.9999999999999
HUMBERTO GUIMARÃES SOUTO,HUMBERTO GUIMARÃES SOUTO,70923.99999999996
ILDEIA OTONI RIBEIRO,ILDEIA OTONI RIBEIRO,345.00000000000017
LUZIA MARIA FERREIRA,LUZIA MARIA FERREIRA,54392.999999999956
PAULO SERGIO DO VALLE NOGUEIRA,PAULO SERGIO DO VALLE NOGUEIRA,2627.999999999999
PAULO RIBEIRO DA GLORIA,PAULO RIBEIRO DA GLORIA,396.0000000000001
ADRIANA ASSIS MARQUES,ADRIANA ASSIS MARQUES,681.0000000000001
ALEXANDRE GONÇALVES QUARESMA,ALEXANDRE GONÇALVES QUARESMA,930.0000000000001
ANTÔNIO CARLOS RIBEIRO LEITE,ANTÔNIO CARLOS RIBEIRO LEITE,155.0
DIVA FERNANDES DA SILVA,DIVA FERNANDES DA SILVA,684.0000000000002
FABIANA NUNES MACIEL,FABIANA NUNES MACIEL,186.00000000000003
FABIO AUGUSTO RAMALHO DOS SANTOS,FABIO AUGUSTO RAMALHO DOS SANTOS,83567.00000000004
FERNANDO DE MORAES,FERNANDO DE MORAES,6522.000000000003
FRANCISCO DA SILVA,FRANCISCO DA SILVA,539.0000000000002
IARA SOFIA ALVES ESTEVES,IARA SOFIA ALVES ESTEVES,0.0
JOSE MARTINS DO NASCIMENTO JUNIOR,JOSE MARTINS DO NASCIMENTO JUNIOR,2884.000000000001
LILIAN PINHO DIAS,LILIAN PINHO DIAS,1330.0000000000005
LUIZ CARLOS DIAS BARBOSA,LUIZ CARLOS DIAS BARBOSA,757.0
MANOEL BISPO DOS SANTOS,MANOEL BISPO DOS SANTOS,833.9999999999997
MAURICIO VALLE SALLES,MAURICIO VALLE SALLES,567.0000000000001
RANDOLFO JOSÉ BARBOSA,RANDOLFO JOSÉ BARBOSA,576.0000000000001
RENATO GOMES,RENATO GOMES,9395.000000000002
RÔMULO VICTOR PINHEIRO VENEROSO,RÔMULO VICTOR PINHEIRO VENEROSO,33373.00000000002
VICENTE DOS REIS MARINHO,VICENTE DOS REIS MARINHO,531.9999999999999
ANDRESA SA DE OLIVEIRA,ANDRESA SA DE OLIVEIRA,151.99999999999997
ANTÔNIO JOSÉ DE SOUZA BRITO,ANTÔNIO JOSÉ DE SOUZA BRITO,158.0
ATILAS MEDEIROS LOPES,ATILAS MEDEIROS LOPES,4208.000000000002
AUREA CANDIDA DOS SANTOS,AUREA CANDIDA DOS SANTOS,520.0
BRUNA CARLA DOS SANTOS,BRUNA CARLA DOS SANTOS,541.0000000000001
CARLOS DIAMANTINO ALKMIM,CARLOS DIAMANTINO ALKMIM,1439.0000000000005
DACI CLEIA ALVES DE OLIVEIRA,DACI CLEIA ALVES DE OLIVEIRA,109.00000000000004
EDNA DIAS SANTOS,EDNA DIAS SANTOS,4974.000000000001
EDNA SARMENTO BARROS,EDNA SARMENTO BARROS,2314.999999999999
ELISETE INÁCIO DOS SANTOS,ELISETE INÁCIO DOS SANTOS,638.9999999999999
EUSTAQUIO MARCONCINE BINI,EUSTAQUIO MARCONCINE BINI,949.0000000000001
GERALDO DE SOUZA GONCALVES,GERALDO DE SOUZA GONCALVES,1434.0000000000007
HERBERT AUGUSTO DA SILVA,HERBERT AUGUSTO DA SILVA,3995.999999999998
JOSIAS DE AGUIAR RIBEIRO,JOSIAS DE AGUIAR RIBEIRO,4082.9999999999995
JUAREZ JOSÉ MUNIZ,JUAREZ JOSÉ MUNIZ,1925.0000000000007
KAREN GISELE DA SILVA,KAREN GISELE DA SILVA,110.99999999999996
LAERCIO LETRO RIBEIRO,LAERCIO LETRO RIBEIRO,2480.0000000000005
LUIZ GONZAGA RIBEIRO,LUIZ GONZAGA RIBEIRO,93997.00000000007
MANOEL NERES DA SILVA FILHO,MANOEL NERES DA SILVA FILHO,409.99999999999983
MARIO LUCIO HERINGER,MARIO LUCIO HERINGER,90738.00000000001
MATEUS NUNES,MATEUS NUNES,194.0
MAURO FERNANDES LOPES DE LIMA E SOUSA,MAURO FERNANDES LOPES DE LIMA E SOUSA,1206.0000000000002
MAURÍLIO BARBOSA DA SILVA,MAURÍLIO BARBOSA DA SILVA,9027.000000000005
MOAMED RACHID GARIFF NOLETO DE QUEIROZ,MOAMED RACHID GARIFF NOLETO DE QUEIROZ,3392.999999999998
NADIR GRACIANO BRANDÃO,NADIR GRACIANO BRANDÃO,381.9999999999999
NIVALDO LAGARES PINTO,NIVALDO LAGARES PINTO,5733.0
OVÍDIO DANIEL DE SOUZA,OVÍDIO DANIEL DE SOUZA,1861.0000000000005
RAFAEL RIBEIRO TEIXEIRA,RAFAEL RIBEIRO TEIXEIRA,1460.9999999999995
RICARDO SARAIVA DIAS,RICARDO SARAIVA DIAS,445.00000000000006
ROBÉSIO ZEFERINO ROCHA,ROBÉSIO ZEFERINO ROCHA,2579.0000000000005
SAMUEL ANGELO DOS SANTOS,SAMUEL ANGELO DOS SANTOS,347.99999999999994
SEBASTIAO DOMINGOS NETO,SEBASTIAO DOMINGOS NETO,1612.0000000000005
SILVIO CESAR CRUVINEL,SILVIO CESAR CRUVINEL,648.9999999999999
URBANO ABRÃO SIMÃO,URBANO ABRÃO SIMÃO,1021.9999999999995
WANDERLEI FERNANDES BATISTA,WANDERLEI FERNANDES BATISTA,1341.0000000000005
WILSON CALIXTO NOGUEIRA,WILSON CALIXTO NOGUEIRA,189.0
WELLINGTON ANTONIO VIEIRA,WELLINGTON ANTONIO VIEIRA,11491.999999999998
EDSON MOREIRA DA SILVA,EDSON MOREIRA DA SILVA,49390.999999999985
CLAUDIA FERNANDES DOS SANTOS,CLAUDIA FERNANDES DOS SANTOS,180.99999999999997
CIRLAINE MARIA LIBERATO DE AVELIZ,CIRLAINE MARIA LIBERATO DE AVELIZ,26.999999999999996
EVA MARCIELA MORAES,EVA MARCIELA MORAES,35.0
ALAIDE PIMENTA GOMES,ALAIDE PIMENTA GOMES,290.0000000000001
MARIA DE FATIMA COSTA,MARIA DE FATIMA COSTA,23.999999999999996
GIOVANI BATISTA GIMENES,GIOVANI BATISTA GIMENES,3506.0000000000027
NANCY GOULART,NANCY GOULART,14.0
VILMAR DE SOUZA E SILVA,VILMAR DE SOUZA E SILVA,4137.999999999997
JOSE CARLOS FERREIRA,JOSE CARLOS FERREIRA,1057.0
JANIO RODRIGUES DOS SANTOS,JANIO RODRIGUES DOS SANTOS,210.99999999999997
ADICIO DIAS SOARES,ADICIO DIAS SOARES,38026.99999999997
SILVIO CESAR CAMARGO DE OLIVEIRA,SILVIO CESAR CAMARGO DE OLIVEIRA,2053.9999999999995
PAULO HENRIQUE LOPES,PAULO HENRIQUE LOPES,297.00000000000006
ALICIO RIBEIRO ROCHA,ALICIO RIBEIRO ROCHA,1434.0000000000007
LUCIANO FARIAS DA SILVA,LUCIANO FARIAS DA SILVA,220.99999999999997
MARCIO TEIXEIRA NOBRE,MARCIO TEIXEIRA NOBRE,43026.00000000001
ROSILENE DO CARMO CARDOSO,ROSILENE DO CARMO CARDOSO,10083.999999999998
JOSÉ LÁZARO DOS REIS,JOSÉ LÁZARO DOS REIS,516.0
EDSON TOYOSHI CHIBA,EDSON TOYOSHI CHIBA,5786.000000000002
JOSE ONOFRE DA SILVA,JOSE ONOFRE DA SILVA,975.9999999999995
CARLOS RENATO DIAS MUNIZ,CARLOS RENATO DIAS MUNIZ,12981.999999999993
DOMINGOS SAVIO CAMPOS RESENDE,DOMINGOS SAVIO CAMPOS RESENDE,143901.00000000006
BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO JOSÉ TAMM DE ANDRADA,83628.00000000003
TEREZINHA GUNDIM BIAGI,TEREZINHA GUNDIM BIAGI,761.0000000000002
FÁBIO NOVAIS MAGALHÃES,FÁBIO NOVAIS MAGALHÃES,1305.9999999999998
JOSÉ MARCIANO TEIXEIRA,JOSÉ MARCIANO TEIXEIRA,4822.000000000001
DALMO DE ASSIS PEREIRA,DALMO DE ASSIS PEREIRA,1451.9999999999993
WALKYRIA DE PAULA,WALKYRIA DE PAULA,1150.0000000000002
VICENTE DINAERTI CARVALHO,VICENTE DINAERTI CARVALHO,328.99999999999994
JOICE DOS SANTOS MANGABEIRA,JOICE DOS SANTOS MANGABEIRA,428.9999999999999
GIOVANE FARINAZZO GAVIO,GIOVANE FARINAZZO GAVIO,36007.99999999997
RODRIGO BATISTA DE CASTRO,RODRIGO BATISTA DE CASTRO,292847.99999999977
PAULO ABI-ACKEL,PAULO ABI-ACKEL,104848.99999999997
DIMAS FABIANO TOLEDO JÚNIOR,DIMAS FABIANO TOLEDO JÚNIOR,129096.00000000001
ELBE FIGUEIREDO BRANDÃO SANTIAGO,ELBE FIGUEIREDO BRANDÃO SANTIAGO,3883.000000000002
ANTÔNIO PINHEIRO JÚNIOR,ANTÔNIO PINHEIRO JÚNIOR,148239.00000000006
LUIZ FERNANDO RAMOS FARIA,LUIZ FERNANDO RAMOS FARIA,117542.00000000006
ODELMO LEÃO CARNEIRO SOBRINHO,ODELMO LEÃO CARNEIRO SOBRINHO,179652.00000000006
MARIA SOCORRO SANTOS SILVA,MARIA SOCORRO SANTOS SILVA,818.0000000000002
MARCOS MONTES CORDEIRO,MARCOS MONTES CORDEIRO,116175.00000000003
WALTER DA ROCHA TOSTA,WALTER DA ROCHA TOSTA,77534.99999999999
ADILSON DE OLIVEIRA,ADILSON DE OLIVEIRA,14060.000000000007
AELTON JOSÉ DE FREITAS,AELTON JOSÉ DE FREITAS,91102.99999999993
CELIA MARIA BENEVIDES CORDEIRO,CELIA MARIA BENEVIDES CORDEIRO,306.9999999999999
ESTER LEMOS CAMPOS BOTELHO,ESTER LEMOS CAMPOS BOTELHO,191.0
FABIANO COSTA DINIZ,FABIANO COSTA DINIZ,18663.999999999985
GUSTAVO HENRIQUE PERRELLA AMARAL COSTA,GUSTAVO HENRIQUE PERRELLA AMARAL COSTA,56534.0
JOSÉ SILVA SOARES,JOSÉ SILVA SOARES,109925.00000000007
LEDA LOURENÇO BRAGA,LEDA LOURENÇO BRAGA,183.99999999999991
LEONARDO ANDRE PEREIRA DE BARROS,LEONARDO ANDRE PEREIRA DE BARROS,599.0
LINCOLN DINIZ PORTELA,LINCOLN DINIZ PORTELA,98833.99999999996
MAC DOWEL CAMPOS SILVA,MAC DOWEL CAMPOS SILVA,2777.999999999999
MAURO CESAR ALVES DE SOUSA,MAURO CESAR ALVES DE SOUSA,7552.0
NEUSA ALVES BATISTA,NEUSA ALVES BATISTA,61.99999999999999
OLAVO BILAC PINTO NETO,OLAVO BILAC PINTO NETO,123377.0
RODRIGO MOREIRA LADEIRA GRILO,RODRIGO MOREIRA LADEIRA GRILO,11559.999999999995
VALÉRIO NETO DE OLIVEIRA,VALÉRIO NETO DE OLIVEIRA,2310.0000000000005
CARLOS DO CARMO ANDRADE MELLES,CARLOS DO CARMO ANDRADE MELLES,107906.00000000007
CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO RODRIGUES DA SILVEIRA,101039.99999999994
CARLOS EDUARDO VENTURELLI MOSCONI,CARLOS EDUARDO VENTURELLI MOSCONI,66550.00000000006
CHRISTIANE OLIVEIRA BEZERRA PRINCE,CHRISTIANE OLIVEIRA BEZERRA PRINCE,229.00000000000006
EDUARDO LUIZ BARROS BARBOSA,EDUARDO LUIZ BARROS BARBOSA,130452.9999999999
ELMIRO ALVES DO NASCIMENTO,ELMIRO ALVES DO NASCIMENTO,49616.99999999997
ÍTALO HENRIQUE CASTELO BRANCO MUNIZ,ÍTALO HENRIQUE CASTELO BRANCO MUNIZ,2061.9999999999995
JOÃO BATISTA FERREIRA ARAUJO,JOÃO BATISTA FERREIRA ARAUJO,2171.9999999999995
LEONARDO NASCIMENTO,LEONARDO NASCIMENTO,959.0000000000001
MARCUS VINICIUS CAETANO PESTANA DA SILVA,MARCUS VINICIUS CAETANO PESTANA DA SILVA,131686.9999999999
MARIA LUCIA DIAS VALENTIM,MARIA LUCIA DIAS VALENTIM,1219.0000000000005
MAURO LUIZ DA SILVA,MAURO LUIZ DA SILVA,658.0
MISAEL ARTUR FERREIRA VARELLA,MISAEL ARTUR FERREIRA VARELLA,258362.99999999997
PAULO SAFADY SIMÃO,PAULO SAFADY SIMÃO,16919.999999999985
PRISCILA BATISTA DE MEDEIROS,PRISCILA BATISTA DE MEDEIROS,1221.0000000000005
VITOR PENIDO DE BARROS,VITOR PENIDO DE BARROS,51561.00000000004
WAGNER WELLYNGTHON DE BUENO BRANDÃO,WAGNER WELLYNGTHON DE BUENO BRANDÃO,5746.999999999996
WALTER FERREIRA DE ARAUJO,WALTER FERREIRA DE ARAUJO,854.9999999999999
ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,ZENILDA PEREIRA DE ALMEIDA MARCHEZINE,1325.0
ANTONIA DE JESUS FERREIRA ARAÚJO,ANTONIA DE JESUS FERREIRA ARAÚJO,2011.9999999999993
DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO LEONARDO DE ANDRADE CARVALHO,114240.0
GERALDO THADEU PEDREIRA DOS SANTOS,GERALDO THADEU PEDREIRA DOS SANTOS,61621.999999999956
JAIME MARTINS FILHO,JAIME MARTINS FILHO,158907.00000000012
JOSÉ HUMBERTO SOARES,JOSÉ HUMBERTO SOARES,57257.99999999999
MARCOS AURÉLIO PASCHOALIN,MARCOS AURÉLIO PASCHOALIN,0.0
MILIANE AMÉLIA DE AGUIAR,MILIANE AMÉLIA DE AGUIAR,4217.000000000003
PAULA CAMARGOS PINHEIRO,PAULA CAMARGOS PINHEIRO,2429.9999999999995
RENATO BARBOSA DE ANDRADE,RENATO BARBOSA DE ANDRADE,78150.99999999997
RENZO DO AMARAL BRAZ,RENZO DO AMARAL BRAZ,109509.99999999994
JAIRO ATAIDE VIEIRA,JAIRO ATAIDE VIEIRA,19273.00000000001
ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEAO,57920.99999999998
ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO PRATES RODRIGUES,56304.99999999999
ALEXANDRE DE AMORIM VELASCO DE SOUZA,ALEXANDRE DE AMORIM VELASCO DE SOUZA,643.0000000000002
ALEXANDRE DE MORAIS MARQUES,ALEXANDRE DE MORAIS MARQUES,4463.999999999999
ALFREDO DA SILVA RAMALHO,ALFREDO DA SILVA RAMALHO,16450.99999999999
ANGELA MAIRINK DE SOUZA PEREIRA,ANGELA MAIRINK DE SOUZA PEREIRA,0.0
ANTONIO FERREIRA PINTO,ANTONIO FERREIRA PINTO,977.0000000000003
ARIADNA BORGES MUNIZ,ARIADNA BORGES MUNIZ,30968.000000000015
BRUNO BORGES MAGELLA,BRUNO BORGES MAGELLA,814.0000000000001
CACILDA MARIA CARVALHO DA CRUZ,CACILDA MARIA CARVALHO DA CRUZ,1370.9999999999995
CARLOS ANTONIO VIEIRA,CARLOS ANTONIO VIEIRA,5385.000000000005
CROVYMARA ELIAS BATALHA,CROVYMARA ELIAS BATALHA,1877.0000000000002
FERNANDO ANTONIO CARVALHO FRANCO,FERNANDO ANTONIO CARVALHO FRANCO,5126.000000000001
FRANCISCO DE ASSIS MACIEL,FRANCISCO DE ASSIS MACIEL,1938.0000000000005
GABRIEL GUIMARÃES DE ANDRADE,GABRIEL GUIMARÃES DE ANDRADE,200014.00000000006
GEORGE HILTON DOS SANTOS CECILIO,GEORGE HILTON DOS SANTOS CECILIO,146792.00000000003
GILSON DE CARVALHO QUEIROZ FILHO,GILSON DE CARVALHO QUEIROZ FILHO,23661.999999999993
GIRLEUSA FERREIRA DE SOUSA,GIRLEUSA FERREIRA DE SOUSA,794.0000000000001
GREYCE DE QUEIROZ ELIAS,GREYCE DE QUEIROZ ELIAS,11655.000000000002
GUSTAVO DA SILVA PIRES,GUSTAVO DA SILVA PIRES,16013.000000000002
JOSE LEONARDO COSTA MONTEIRO,JOSE LEONARDO COSTA MONTEIRO,115336.00000000007
JOSE MARCIO GONÇALVES,JOSE MARCIO GONÇALVES,804.0000000000002
JOSÉ BONOMO NETO,JOSÉ BONOMO NETO,0.0
JOSÉ DE ARAÚJO GUEDES,JOSÉ DE ARAÚJO GUEDES,4080.0000000000036
JOSÉ GERALDO MENDES DA SILVA,JOSÉ GERALDO MENDES DA SILVA,1105.0000000000002
JOSÉ SARAIVA FELIPE,JOSÉ SARAIVA FELIPE,111317.00000000006
JOÃO CARLOS SIQUEIRA,JOÃO CARLOS SIQUEIRA,112721.99999999996
LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO ALVARENGA CARVALHO,78762.00000000006
LAURINHA FERREIRA GONCALVES,LAURINHA FERREIRA GONCALVES,197.99999999999997
LEONARDO LEMOS BARROS QUINTÃO,LEONARDO LEMOS BARROS QUINTÃO,118469.99999999999
LINDOMAR GOMES DA SILVA,LINDOMAR GOMES DA SILVA,24920.000000000015
MARCO TULIO FAISSOL TANNUS,MARCO TULIO FAISSOL TANNUS,12172.000000000004
MARIA APARECIDA MENEZES VIEIRA,MARIA APARECIDA MENEZES VIEIRA,739.9999999999998
MARIA DO CARMO LARA PERPÉTUO,MARIA DO CARMO LARA PERPÉTUO,44527.00000000003
MARIA DO SOCORRO JÔ MORAES,MARIA DO SOCORRO JÔ MORAES,67650.0
MARIA MARGARIDA MARTINS SALOMÃO,MARIA MARGARIDA MARTINS SALOMÃO,78972.99999999994
MAURO RIBEIRO LOPES,MAURO RIBEIRO LOPES,129795.00000000006
MIGUEL CORREA DA SILVA JUNIOR,MIGUEL CORREA DA SILVA JUNIOR,93450.00000000001
NEWTON CARDOSO JÚNIOR,NEWTON CARDOSO JÚNIOR,128488.99999999997
NILMÁRIO DE MIRANDA,NILMÁRIO DE MIRANDA,51948.00000000004
NILO SÉRGIO DE MENEZES MACEDO,NILO SÉRGIO DE MENEZES MACEDO,475.00000000000017
ODAIR JOSE DA CUNHA,ODAIR JOSE DA CUNHA,201782.0000000001
PATRUS ANANIAS DE SOUSA,PATRUS ANANIAS DE SOUSA,147175.0000000001
PAULO TELLES DA SILVA,PAULO TELLES DA SILVA,15714.00000000001
PEDRO ZACARIAS DE MAGALHÃES FERREIRA,PEDRO ZACARIAS DE MAGALHÃES FERREIRA,7472.0000000000055
REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LÁZARO DE OLIVEIRA LOPES,310225.99999999994
RODRIGO CAMPOS CHAGAS,RODRIGO CAMPOS CHAGAS,5113.999999999998
RODRIGO OTAVIO SOARES PACHECO,RODRIGO OTAVIO SOARES PACHECO,92743.0
RONALDO BARBOSA GONÇALVES,RONALDO BARBOSA GONÇALVES,3510.0000000000005
RONALDO BRAGA,RONALDO BRAGA,7636.999999999999
RONALDO RESENDE RIBEIRO,RONALDO RESENDE RIBEIRO,0.0
SANDRA MARCELINA DE SOUZA,SANDRA MARCELINA DE SOUZA,1159.0
SILAS BRASILEIRO,SILAS BRASILEIRO,55766.99999999999
SOLANGE VITÓRIA LOURENÇO OLIVEIRA,SOLANGE VITÓRIA LOURENÇO OLIVEIRA,490.9999999999999
SÔNIA MARA DE PINHO TAVARES,SÔNIA MARA DE PINHO TAVARES,294.99999999999994
VANDERLEI SANTOS,VANDERLEI SANTOS,148.99999999999997
WADSON NATHANIEL RIBEIRO,WADSON NATHANIEL RIBEIRO,53733.000000000044
WELITON FERNANDES PRADO,WELITON FERNANDES PRADO,186097.9999999999
WILIAM TEIXEIRA RODRIGUES,WILIAM TEIXEIRA RODRIGUES,1460.9999999999995
WOSHINGTON LUIS VIANA,WOSHINGTON LUIS VIANA,3299.0
ADMAR RODRIGUES SOARES,ADMAR RODRIGUES SOARES,3409.0000000000014
ALVARO RODRIGUES COELHO,ALVARO RODRIGUES COELHO,18625.999999999985
ANTONIO JULIO CRESTON DE VASCONCELLOS,ANTONIO JULIO CRESTON DE VASCONCELLOS,2270.999999999999
ARIOVALDO DE MELO FILHO,ARIOVALDO DE MELO FILHO,8338.0
CARLOS HENRIQUE FERRARA FERNANDES,CARLOS HENRIQUE FERRARA FERNANDES,935.9999999999999
CELIA ALVES PEREIRA,CELIA ALVES PEREIRA,3089.999999999999
CELTON ROCHA MESQUITA,CELTON ROCHA MESQUITA,3324.000000000001
CESAR LOURENÇO DIAS DE CASTRO,CESAR LOURENÇO DIAS DE CASTRO,1470.9999999999995
CLOVIS ADRIANO GARCIA,CLOVIS ADRIANO GARCIA,674.0000000000002
DOMINGOS FRANCISCO DE CASTRO,DOMINGOS FRANCISCO DE CASTRO,7805.0
EDMUNDO MIGUEL MARTINS,EDMUNDO MIGUEL MARTINS,1048.0
EDSON GONCALVES SOARES,EDSON GONCALVES SOARES,13642.0
EDUARDO DE SOUZA MAIA,EDUARDO DE SOUZA MAIA,3656.0
ELIANE DE FATIMA SOUZA,ELIANE DE FATIMA SOUZA,541.0000000000001
ELISEU LOURENÇO DA SILVA,ELISEU LOURENÇO DA SILVA,958.0000000000003
ELIZA BEATRIZ GALLO,ELIZA BEATRIZ GALLO,545.0000000000001
FABRICIO LUIS RESENDE,FABRICIO LUIS RESENDE,4124.000000000004
FERNANDO BORJA PINTO,FERNANDO BORJA PINTO,14972.000000000007
FRANKLIN ROBERTO DE LIMA SOUZA,FRANKLIN ROBERTO DE LIMA SOUZA,58085.0
GERALDO HILARIO TORRES,GERALDO HILARIO TORRES,0.0
HELENA LUCIA DOS SANTOS,HELENA LUCIA DOS SANTOS,527.0
HELVECIO ANTONIO DE BRITO,HELVECIO ANTONIO DE BRITO,1687.0000000000007
JOÃO JACIEL PEREIRA,JOÃO JACIEL PEREIRA,0.0
JOSE GOMES DA FONSECA,JOSE GOMES DA FONSECA,438.00000000000006
JOSE REINALDO DE LIMA,JOSE REINALDO DE LIMA,840.0000000000002
JOSE RENATO DE CASTRO,JOSE RENATO DE CASTRO,843.0000000000002
JOSE ROBSON BATISTA DE OLIVEIRA,JOSE ROBSON BATISTA DE OLIVEIRA,4093.999999999998
KELMA MELO GONÇALVES COSTA,KELMA MELO GONÇALVES COSTA,4221.999999999997
LUCILIA MARIA OTONI SILVA,LUCILIA MARIA OTONI SILVA,709.9999999999998
LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS HENRIQUE DE OLIVEIRA RESENDE,114947.99999999993
MADALENA DE FATIMA GUALBERTO FARIA,MADALENA DE FATIMA GUALBERTO FARIA,695.0000000000002
MARCIO DA SILVA,MARCIO DA SILVA,718.0000000000002
MARIA LUIZA MOTA SILVA,MARIA LUIZA MOTA SILVA,257.0
MARIA PEREIRA DOS REIS,MARIA PEREIRA DOS REIS,1976.999999999999
MARILIA RIBEIRO SIMIM,MARILIA RIBEIRO SIMIM,87.99999999999999
MARLUCE RODRIGUES PEREIRA DE PAIVA,MARLUCE RODRIGUES PEREIRA DE PAIVA,655.9999999999997
MIGUEL ANGELO DOS SANTOS,MIGUEL ANGELO DOS SANTOS,1367.9999999999998
MURILO DE PAIVA,MURILO DE PAIVA,620.9999999999999
ORLANDO RODRIGUES MONTEIRO,ORLANDO RODRIGUES MONTEIRO,210.00000000000003
PAULO ALBERTO RISSO DE SOUZA,PAULO ALBERTO RISSO DE SOUZA,15272.0
PAULO HENRIQUE PAULINO E SILVA,PAULO HENRIQUE PAULINO E SILVA,2790.0000000000005
REGINA CARMEM FERNANDES DOS SANTOS,REGINA CARMEM FERNANDES DOS SANTOS,248.9999999999999
RENATA APARECIDA DE OLIVEIRA VIEIRA,RENATA APARECIDA DE OLIVEIRA VIEIRA,741.0
ROBERTO ALVES DA SILVA,ROBERTO ALVES DA SILVA,4188.000000000001
ROBERTO CARLOS MUNIZ,ROBERTO CARLOS MUNIZ,36134.99999999999
RODRIGO DOS SANTOS MARQUES PORTO,RODRIGO DOS SANTOS MARQUES PORTO,7288.000000000003
RODRIGO MIRANDA MENDES,RODRIGO MIRANDA MENDES,843.0000000000002
SANDRO GONÇALVES DE OLIVEIRA,SANDRO GONÇALVES DE OLIVEIRA,718.0000000000002
